67700.0,67720.0,67740.0,67760.0,67780.0,67880.0,68040.0,68160.0,68180.0,68200.0,68220.0,68240.0,68260.0,68280.0,68300.0,68320.0,68340.0,68360.0,68380.0,68400.0,68420.0,68580.0
0.08420642096119413,0.005900000000000001,0.09302462937806391,0.015,0.40900000000000003,0.0,0.0,0.0,0.0,0.296,7.1832,0.40499999999999997,3.5891,0.0,1.9071,1.8632000000000002,0.43320000000000003,1.0444,3.3747,0.0,0.47790000000000005,0.0
0.10932061668646256,0.0,1.4765923202433424e-05,0.038,2.114,0.0,0.0,0.0,0.0,0.0,0.31699999999999995,0.0726,0.8843,0.0,0.4223,0.0,0.0,0.0049,0.0,0.28090000000000004,0.1444,0.0
0.050228391450536855,0.0,0.014765814186994271,0.0,0.73,0.0,0.0,0.0,0.463,0.14,0.0117,0.0371,1.9802,0.0,0.2664,0.0,0.0,0.0,0.0,3.8331000000000004,0.0,0.0
0.06352414212862013,0.10200000000000001,0.0073829070934971356,0.004,2.371,0.0,0.0,0.0,0.0,0.0,0.16000000000000003,0.0,0.004900000000000001,0.0,1.6705,0.4181,0.0,0.0,0.007,0.0864,0.0,0.0
0.05318300271233314,0.091,0.04577402397968224,0.004,0.447,5.8938372564187573e-05,0.0,0.0,0.523,0.0,0.518,0.0936,0.30510000000000004,0.0,0.021900000000000003,0.0057,0.0,0.0,0.3396,0.21350000000000002,0.8668,0.0007729891343980164
0.2304594645420974,0.011,0.0029531628373988543,0.0,0.943,0.0,0.0,0.0,0.0,0.0,0.009600000000000001,0.0,0.0003,0.8756,0.013500000000000002,0.0055000000000000005,0.0,0.0,0.6412,0.0,0.0,0.0
0.06795605902131456,0.002,0.014765814186994273,0.013000000000000001,0.177,0.0,0.0,0.0,0.0,0.0,0.17300000000000001,0.0,0.378,0.0,0.5447000000000001,0.0563,0.0,0.0,0.0,0.7145999999999999,0.0,0.0
0.023636890094370283,0.003,0.014765814186994271,0.028000000000000004,0.16699999999999998,0.0,2.939663408539722e-05,0.0,0.0,0.0,0.0,0.3482,0.2564,0.0,0.0155,0.1297,0.0,0.0,0.0,0.08470000000000001,0.0,0.0
0.14625325745891612,0.003,0.0,0.026000000000000002,0.08700000000000001,0.0,0.0,0.317,0.0102,0.011,0.0,0.0,0.022500000000000003,0.0,1.7201000000000002,0.08280000000000001,0.0,0.0,0.0,0.0989,0.0,0.0
0.06795605902131456,0.083,0.0,0.004,3.3699999999999997,0.0,0.0,0.136,0.0,0.104,2.305,3.1166,0.3169,0.17920000000000003,0.030500000000000003,0.0,0.0,0.0,0.0,2.7488,0.0,0.0
