68160.0,68180.0,68200.0,68220.0,68240.0,68260.0,68280.0
0.0,0.00084,0.0,0.035398,0.018213999999999998,0.029516999999999998,0.016207
0.0,0.0,0.0,0.04906200000000001,0.006393,0.01497,0.0
0.0,0.0,0.010346000000000001,0.013706999999999999,0.007951,0.02881,0.0
0.0,0.00051,0.03097,0.026501,0.014791,0.017268,0.0
0.00201,0.0,0.016283,0.017761,0.101488,0.0,0.0
0.00084,0.0004,0.0,0.042492,0.055381,0.039511000000000004,0.000158
0.0,0.0,0.0,0.02006,0.001026,0.039052,0.037811
0.0,0.00044,0.0,0.046804,0.029727999999999997,0.004376,0.008468
0.0,0.00101,0.005711,0.028422999999999997,0.031609,0.029807,0.013368
0.00065,0.0,0.00968,0.029415,0.0,0.018167,0.038456
